time_s,scenario_A_heart_rate_bpm,scenario_B_heart_rate_bpm,delta_heart_rate_bpm,scenario_A_map_mmhg,scenario_B_map_mmhg,delta_map_mmhg,scenario_A_cardiac_output_l_min,scenario_B_cardiac_output_l_min,delta_cardiac_output_l_min,scenario_A_blood_volume_l,scenario_B_blood_volume_l,delta_blood_volume_l,scenario_A_systemic_vascular_resistance,scenario_B_systemic_vascular_resistance,delta_systemic_vascular_resistance
8328,72.5550463078381,72.5550463078381,0.0,89.87900413595217,89.87900413595217,0.0,5.023467515952997,5.023467515952997,0.0,5.21209223562319,5.21209223562319,0.0,15.51756315529125,15.51756315529125,0.0
8329,72.07307755237763,72.07307755237763,0.0,90.2472841666438,90.2472841666438,0.0,5.004168772037044,5.004168772037044,0.0,5.206862382505027,5.206862382505027,0.0,15.541691364206745,15.541691364206745,0.0
8330,72.33409459000475,72.33409459000475,0.0,90.48743434174933,90.48743434174933,0.0,4.966914859825731,4.966914859825731,0.0,5.210389234344668,5.210389234344668,0.0,15.44988760172726,15.44988760172726,0.0
8331,72.59031603840751,72.59031603840751,0.0,90.37574409241518,90.37574409241518,0.0,4.995474860725697,4.995474860725697,0.0,5.2136097926376355,5.2136097926376355,0.0,15.377694728298845,15.377694728298845,0.0
8332,72.21432145293562,72.21432145293562,0.0,90.34126802219757,90.34126802219757,0.0,4.970387123092319,4.970387123092319,0.0,5.216732125635378,5.216732125635378,0.0,15.38108815394942,15.38108815394942,0.0
8333,72.33589436666463,72.33589436666463,0.0,90.18495213738053,90.18495213738053,0.0,4.943731534142343,4.943731534142343,0.0,5.212662576190236,5.212662576190236,0.0,15.39541779772545,15.39541779772545,0.0
8334,72.18894178344412,72.18894178344412,0.0,90.64895896791008,90.64895896791008,0.0,4.964425384182747,4.964425384182747,0.0,5.208497501126789,5.208497501126789,0.0,15.440329653697338,15.440329653697338,0.0
8335,71.92792545198124,71.92792545198124,0.0,90.57857733849491,90.57857733849491,0.0,5.0075913135943555,5.0075913135943555,0.0,5.204751059004626,5.204751059004626,0.0,15.376053759862291,15.376053759862291,0.0
8336,71.72293128000685,71.72293128000685,0.0,90.83326939260182,90.83326939260182,0.0,5.039906626545164,5.039906626545164,0.0,5.203575623740651,5.203575623740651,0.0,15.282241936135915,15.282241936135915,0.0
8337,72.1123616339277,72.1123616339277,0.0,90.84897435896453,90.84897435896453,0.0,5.038217439615552,5.038217439615552,0.0,5.200334791842893,5.200334791842893,0.0,15.304601690072293,15.304601690072293,0.0
8338,71.78539955317399,71.78539955317399,0.0,90.87594970800815,90.87594970800815,0.0,5.005626599027596,5.005626599027596,0.0,5.201803395941906,5.201803395941906,0.0,15.20819473809154,15.20819473809154,0.0
8339,71.83093332590575,71.83093332590575,0.0,90.42471337021681,90.42471337021681,0.0,5.003814427423586,5.003814427423586,0.0,5.200249224191517,5.200249224191517,0.0,15.165894228152393,15.165894228152393,0.0
8340,72.20983381611447,72.20983381611447,0.0,90.22111989277447,90.22111989277447,0.0,4.990407591928448,4.990407591928448,0.0,5.202727470326729,5.202727470326729,0.0,15.180969651671003,15.180969651671003,0.0
8341,72.08737928518563,72.08737928518563,0.0,89.77168465499298,89.77168465499298,0.0,5.007327034634368,5.007327034634368,0.0,5.199304251914142,5.199304251914142,0.0,15.222221023484686,15.222221023484686,0.0
8342,72.12579663206182,72.12579663206182,0.0,89.71954414155849,89.71954414155849,0.0,4.97654682388596,4.97654682388596,0.0,5.200885014306737,5.200885014306737,0.0,15.292703712100906,15.292703712100906,0.0
8343,72.46513635091046,72.46513635091046,0.0,89.43842327774925,89.43842327774925,0.0,4.9543561355000545,4.9543561355000545,0.0,5.201027970250083,5.201027970250083,0.0,15.363289599522052,15.363289599522052,0.0
8344,72.14706147925743,72.14706147925743,0.0,89.36202856985604,89.36202856985604,0.0,4.958875780736598,4.958875780736598,0.0,5.1998788371330305,5.1998788371330305,0.0,15.468617057407965,15.468617057407965,0.0
8345,72.2220562054357,72.2220562054357,0.0,89.37923577137802,89.37923577137802,0.0,4.962625915899647,4.962625915899647,0.0,5.199740735469674,5.199740735469674,0.0,15.55745035310756,15.55745035310756,0.0
8346,72.5344140897471,72.5344140897471,0.0,89.64905608453363,89.64905608453363,0.0,4.980316102279781,4.980316102279781,0.0,5.195534951459543,5.195534951459543,0.0,15.594858136583223,15.594858136583223,0.0
8347,72.0521178354068,72.0521178354068,0.0,89.5178783128513,89.5178783128513,0.0,5.011141647696349,5.011141647696349,0.0,5.200870824425981,5.200870824425981,0.0,15.503377920481807,15.503377920481807,0.0
8348,71.7859147441056,71.7859147441056,0.0,89.62302558197823,89.62302558197823,0.0,5.00311258021615,5.00311258021615,0.0,5.196348881720012,5.196348881720012,0.0,15.598147060558105,15.598147060558105,0.0
8349,71.85621244418276,71.85621244418276,0.0,89.94069071856929,89.94069071856929,0.0,4.997745782368298,4.997745782368298,0.0,5.19878646222119,5.19878646222119,0.0,15.578212082289202,15.578212082289202,0.0
8350,72.2177529745217,72.2177529745217,0.0,90.02283257162483,90.02283257162483,0.0,5.014278238114098,5.014278238114098,0.0,5.200530281463219,5.200530281463219,0.0,15.484482592933375,15.484482592933375,0.0
8351,72.15481329872574,72.15481329872574,0.0,90.16125719577633,90.16125719577633,0.0,4.983916802160074,4.983916802160074,0.0,5.196184610907143,5.196184610907143,0.0,15.362956541375844,15.362956541375844,0.0
8352,72.34405372290271,72.34405372290271,0.0,90.08820699968715,90.08820699968715,0.0,4.978433200222316,4.978433200222316,0.0,5.194669579090653,5.194669579090653,0.0,15.251690362548967,15.251690362548967,0.0
8353,72.06786061841487,72.06786061841487,0.0,89.74086613569476,89.74086613569476,0.0,4.947043905988906,4.947043905988906,0.0,5.198682303662811,5.198682303662811,0.0,15.311010553855237,15.311010553855237,0.0
8354,71.75584508521453,71.75584508521453,0.0,89.93864370619795,89.93864370619795,0.0,4.952836213962009,4.952836213962009,0.0,5.194256630453013,5.194256630453013,0.0,15.412241631862805,15.412241631862805,0.0
8355,71.98561000189734,71.98561000189734,0.0,89.9627217161469,89.9627217161469,0.0,4.982141936712792,4.982141936712792,0.0,5.198923104316826,5.198923104316826,0.0,15.382200152992354,15.382200152992354,0.0
8356,72.25871344211909,72.25871344211909,0.0,90.33739605393454,90.33739605393454,0.0,4.9527180042227,4.9527180042227,0.0,5.19414997343598,5.19414997343598,0.0,15.344525683290321,15.344525683290321,0.0
8357,72.09176609324712,72.09176609324712,0.0,90.1068098701639,90.1068098701639,0.0,4.921971801300982,4.921971801300982,0.0,5.1995751728369815,5.1995751728369815,0.0,15.274994105746572,15.274994105746572,0.0
8358,71.94295058703396,71.94295058703396,0.0,89.91582927894403,89.91582927894403,0.0,4.923371723941994,4.923371723941994,0.0,5.195387608373188,5.195387608373188,0.0,15.35468771286424,15.35468771286424,0.0
8359,72.34920458243003,72.34920458243003,0.0,90.03814095121099,90.03814095121099,0.0,4.905906728294594,4.905906728294594,0.0,5.197337338902118,5.197337338902118,0.0,15.31256771353448,15.31256771353448,0.0
8360,72.17494026062597,72.17494026062597,0.0,89.9891444371798,89.9891444371798,0.0,4.941945829063937,4.941945829063937,0.0,5.201881178409362,5.201881178409362,0.0,15.209965162989675,15.209965162989675,0.0
8361,71.83502465053394,71.83502465053394,0.0,89.722144532247,89.722144532247,0.0,4.984929111384067,4.984929111384067,0.0,5.198529803815717,5.198529803815717,0.0,15.23567564513451,15.23567564513451,0.0
8362,71.83542978334816,71.83542978334816,0.0,89.35093499376855,89.35093499376855,0.0,4.953393649981291,4.953393649981291,0.0,5.194149272785909,5.194149272785909,0.0,15.244359601560893,15.244359601560893,0.0
8363,72.06263675676203,72.06263675676203,0.0,89.11541972225358,89.11541972225358,0.0,4.9771832852476985,4.9771832852476985,0.0,5.1993716591528365,5.1993716591528365,0.0,15.355473468470457,15.355473468470457,0.0
8364,72.4302900302829,72.4302900302829,0.0,89.41597300225048,89.41597300225048,0.0,4.969013442357737,4.969013442357737,0.0,5.201266288881984,5.201266288881984,0.0,15.335807818166948,15.335807818166948,0.0
8365,72.50161058806574,72.50161058806574,0.0,89.40066383392349,89.40066383392349,0.0,4.951449592763493,4.951449592763493,0.0,5.202229288538665,5.202229288538665,0.0,15.389052922109283,15.389052922109283,0.0
8366,72.8060840598092,72.8060840598092,0.0,89.22031364533491,89.22031364533491,0.0,4.981273951753797,4.981273951753797,0.0,5.203396844349894,5.203396844349894,0.0,15.460368114506423,15.460368114506423,0.0
8367,72.72408375841083,72.72408375841083,0.0,89.22769083747185,89.22769083747185,0.0,4.9851692517859085,4.9851692517859085,0.0,5.20170852339104,5.20170852339104,0.0,15.402340498547108,15.402340498547108,0.0
8368,72.20077530667763,72.20077530667763,0.0,89.29216267171596,89.29216267171596,0.0,5.012182275935366,5.012182275935366,0.0,5.201544422764502,5.201544422764502,0.0,15.34612208373587,15.34612208373587,0.0
8369,72.54877788700598,72.54877788700598,0.0,89.20598691449601,89.20598691449601,0.0,4.99239069373301,4.99239069373301,0.0,5.199769969301606,5.199769969301606,0.0,15.408905461709505,15.408905461709505,0.0
8370,72.13492436992424,72.13492436992424,0.0,89.3412558435337,89.3412558435337,0.0,5.003413991327362,5.003413991327362,0.0,5.1973825705497685,5.1973825705497685,0.0,15.4194342348902,15.4194342348902,0.0
8371,72.38992274807451,72.38992274807451,0.0,89.30858415349947,89.30858415349947,0.0,5.006304116799073,5.006304116799073,0.0,5.198736667743866,5.198736667743866,0.0,15.380626925947404,15.380626925947404,0.0
8372,71.96826931553777,71.96826931553777,0.0,89.5934575738958,89.5934575738958,0.0,5.011358444858293,5.011358444858293,0.0,5.198511388122382,5.198511388122382,0.0,15.376671222117386,15.376671222117386,0.0
8373,71.61774666785526,71.61774666785526,0.0,89.9398752233253,89.9398752233253,0.0,5.003901447529069,5.003901447529069,0.0,5.197685238551242,5.197685238551242,0.0,15.404312022915352,15.404312022915352,0.0
8374,71.68866665040336,71.68866665040336,0.0,90.01479510883156,90.01479510883156,0.0,5.007653258971512,5.007653258971512,0.0,5.194644770550128,5.194644770550128,0.0,15.424395454049417,15.424395454049417,0.0
8375,71.95241793249653,71.95241793249653,0.0,90.3282568180262,90.3282568180262,0.0,4.9860356939782,4.9860356939782,0.0,5.191496041806152,5.191496041806152,0.0,15.413642102891103,15.413642102891103,0.0
8376,71.78516283755263,71.78516283755263,0.0,90.46469213762641,90.46469213762641,0.0,4.994232178729338,4.994232178729338,0.0,5.1889035491538555,5.1889035491538555,0.0,15.439506659486844,15.439506659486844,0.0
8377,71.62063972535525,71.62063972535525,0.0,90.07684186542129,90.07684186542129,0.0,4.996253835248232,4.996253835248232,0.0,5.191645112667818,5.191645112667818,0.0,15.52387182089796,15.52387182089796,0.0
8378,71.31985463964187,71.31985463964187,0.0,89.94053260573075,89.94053260573075,0.0,5.009218512678244,5.009218512678244,0.0,5.197190349624952,5.197190349624952,0.0,15.492731116242208,15.492731116242208,0.0
8379,71.44939168887498,71.44939168887498,0.0,89.65733661372461,89.65733661372461,0.0,4.990302370455897,4.990302370455897,0.0,5.195662055725638,5.195662055725638,0.0,15.36877112594544,15.36877112594544,0.0
8380,71.7212641885118,71.7212641885118,0.0,89.50870384241163,89.50870384241163,0.0,4.969987698909659,4.969987698909659,0.0,5.191087406112299,5.191087406112299,0.0,15.476650703506484,15.476650703506484,0.0
8381,72.05948006268872,72.05948006268872,0.0,89.52492753202228,89.52492753202228,0.0,4.940167602210198,4.940167602210198,0.0,5.1873394602795155,5.1873394602795155,0.0,15.425831046777011,15.425831046777011,0.0
8382,71.78942245880073,71.78942245880073,0.0,89.74200426175942,89.74200426175942,0.0,4.946197440557835,4.946197440557835,0.0,5.186221131524368,5.186221131524368,0.0,15.434650979590648,15.434650979590648,0.0
8383,71.83517550174771,71.83517550174771,0.0,89.40150046424918,89.40150046424918,0.0,4.950775979490896,4.950775979490896,0.0,5.1848886886408945,5.1848886886408945,0.0,15.315929810540077,15.315929810540077,0.0
8384,71.80282254691821,71.80282254691821,0.0,89.47893507109805,89.47893507109805,0.0,4.97944450085884,4.97944450085884,0.0,5.189267325613949,5.189267325613949,0.0,15.378456672656004,15.378456672656004,0.0
8385,71.55082673146089,71.55082673146089,0.0,89.80201307317381,89.80201307317381,0.0,4.995301754207337,4.995301754207337,0.0,5.188665295246392,5.188665295246392,0.0,15.258293351841335,15.258293351841335,0.0
8386,71.58952055949128,71.58952055949128,0.0,90.10631656039976,90.10631656039976,0.0,4.974816815487758,4.974816815487758,0.0,5.192041461175325,5.192041461175325,0.0,15.155254351700194,15.155254351700194,0.0
8387,71.69437735728624,71.69437735728624,0.0,89.83475948751484,89.83475948751484,0.0,4.997660120727554,4.997660120727554,0.0,5.195298319022502,5.195298319022502,0.0,15.20015585131755,15.20015585131755,0.0
8388,71.83999128264139,71.83999128264139,0.0,89.58629873379554,89.58629873379554,0.0,4.974454270600539,4.974454270600539,0.0,5.199789563417904,5.199789563417904,0.0,15.328122076580879,15.328122076580879,0.0
8389,72.1724053463769,72.1724053463769,0.0,89.83334767885002,89.83334767885002,0.0,4.967110119292404,4.967110119292404,0.0,5.199820475326592,5.199820475326592,0.0,15.325318205536695,15.325318205536695,0.0
